공정단계,공정명,배치번호,웨이퍼위치,검사순번,결함유형,불량여부,가로길이,세로길이,검출면적,직경크기,신호강도,신호극성,에너지값,기준편차,명도수준,잡음정도,중심거리,방향각도,정렬정도,점형지수,영역잡음,상대강도,활성지수,패치신호,wafer_x,wafer_y
KB425000,CBCMP,F03UZ.F3,21,456,39,REAL,0.149,0.099,0.0014,0.149,117,1,630,67,977,98,127588,59,1.0,9.0393,12.4222,113,1.0,69,65712.67790162399,109364.26156198111
KB425000,CBCMP,F03UZ.F3,21,457,39,REAL,0.695,0.397,0.0169,0.695,430,1,2573,377,1032,96,124643,77,1.0,7.0429,58.3729,412,1.0,380,28038.574266582356,121448.40798502608
KB425000,CBCMP,F03UZ.F3,21,459,56,REAL,0.049,0.099,0.0023,0.099,319,-1,680,105,720,332,129633,357,0.9909,7.0299,27.5998,195,0.8506,68,129455.34247883967,-6784.467015641608
KB425000,CBCMP,F03UZ.F3,21,462,21,REAL,0.099,0.099,0.0021,0.099,190,-1,1112,118,843,145,61555,351,0.9608,8.6398,22.3935,193,1.0,133,60797.1558053337,-9629.323495551425
KB425000,CBCMP,F03UZ.F3,21,467,21,REAL,0.149,0.099,0.0012,0.149,195,-1,1092,137,834,129,65567,298,0.9323,9.2081,21.7853,200,1.0,105,30781.841957182478,-57892.224820981275
KB425000,CBCMP,F03UZ.F3,21,468,99,REAL,0.049,0.049,0.0013,0.049,405,1,2294,326,892,241,144390,213,1.0,4.9032,50.3491,247,1.0,85,-121095.64330563978,-78640.43026581976
KB425000,CBCMP,F03UZ.F3,21,473,21,REAL,0.149,0.149,0.0017,0.149,248,-1,1364,153,747,146,138329,303,1.0,9.9419,26.141,259,1.0,196,75339.37307459362,-116012.46099332259
KB425000,CBCMP,F03UZ.F3,21,474,21,REAL,0.099,0.149,0.0015,0.149,222,-1,1299,160,729,138,138264,302,1.0,9.4735,24.4139,231,1.0,153,73268.75714993982,-117254.5219669721
KB425000,CBCMP,F03UZ.F3,21,482,21,REAL,0.149,0.149,0.0019,0.149,255,-1,1334,162,787,159,137696,300,1.0,8.3864,27.7115,233,1.0,135,68848.00000000001,-119248.23399950206
KB425000,CBCMP,F03UZ.F3,21,488,21,REAL,0.198,0.198,0.0029,0.198,338,-1,1742,248,746,161,137309,298,1.0,9.5526,35.5486,339,1.0,269,64462.67081456783,-121236.65102786642
KB425000,CBCMP,F03UZ.F3,21,490,21,REAL,0.099,0.149,0.002,0.149,293,-1,1022,144,820,159,137712,298,0.9821,8.7289,25.5675,224,1.0,138,64651.86785437054,-121592.47890778857
KB425000,CBCMP,F03UZ.F3,21,494,21,REAL,0.099,0.099,0.0019,0.099,186,-1,831,115,822,136,136941,298,1.0,6.8281,28.4577,195,1.0,95,64289.90527946262,-120911.72631369434
KB425000,CBCMP,F03UZ.F3,21,496,21,REAL,0.894,0.944,0.0235,0.944,535,-1,3305,372,798,254,1773,315,1.0,4.9195,99.3158,489,1.0,317,1253.7003230437485,-1253.700323043749
KB425000,CBCMP,F03UZ.F3,21,505,21,REAL,0.149,0.149,0.0021,0.149,272,-1,1446,183,721,134,98194,125,1.0,9.4411,26.8841,254,1.0,159,-56321.76459105463,80435.81583691324
KB425000,CBCMP,F03UZ.F3,21,506,21,REAL,0.298,0.248,0.0049,0.298,536,-1,3017,460,806,142,102384,76,1.0,10.2928,50.805,523,1.0,473,24768.931359076374,99342.75763904162
KB425000,CBCMP,F03VW.F2,13,3,56,REAL,0.745,0.397,0.0032,0.745,82,1,472,31,1169,173,58475,194,1.0,2.1842,35.3576,141,1.0,-1,-56738.042593988896,-14146.382845190557
KB425000,CBCMP,F03VW.F2,13,7,99,REAL,0.049,0.049,0.0003,0.049,308,-1,715,145,1006,229,85480,214,0.9961,19.1047,16.3093,311,1.0,282,-70866.13170200496,-47799.80938867942
KB425000,CBCMP,F03VW.F2,13,9,99,REAL,0.099,0.198,0.005,0.198,440,1,950,223,1476,216,130082,206,1.0,4.2147,76.4295,323,1.0,27,-116916.92713068823,-57024.195516616775
KB425000,CBCMP,F03VW.F2,13,10,21,REAL,0.099,0.099,0.0011,0.099,224,-1,1218,156,934,182,111507,320,1.0,10.1491,25.8277,262,1.0,181,85419.31771886785,-71675.31799331697
KB425000,CBCMP,F03VW.F2,13,11,21,REAL,0.099,0.149,0.0016,0.149,226,1,1243,151,1082,122,72622,268,1.0,7.0181,28.9034,203,1.0,87,-2534.4712495290105,-72577.76063978077
KB425000,CBCMP,F03VW.F2,13,12,21,REAL,0.497,0.347,0.0119,0.497,418,1,2045,274,932,192,95903,230,1.0,5.3327,72.0842,385,1.0,219,-61645.2601317682,-73465.96022843933
KB425000,CBCMP,F03VW.F2,13,13,21,REAL,0.596,0.347,0.0198,0.596,458,-1,3136,237,923,290,96867,310,1.0,3.6209,111.8302,405,1.0,205,62264.907387506,-74204.42707160606
KB425000,CBCMP,F03VW.F2,13,14,21,REAL,0.099,0.049,0.0007,0.099,168,-1,843,111,691,93,83012,295,0.9879,8.7051,18.8408,165,1.0,91,35082.38714361896,-75234.42201748637
KB425000,CBCMP,F03VW.F2,13,15,21,REAL,0.198,0.298,0.0041,0.298,288,-1,1898,184,899,229,128667,323,1.0,6.6135,38.1896,253,1.0,108,102758.03517125503,-77433.7335839046
KB425000,CBCMP,F03VW.F2,13,22,99,REAL,0.049,0.049,0.0008,0.049,201,1,440,124,1076,143,43588,359,1.0,8.0906,23.4846,191,0.5313,89,43581.36133647678,-760.7154917883158
KB425000,CBCMP,F03VW.F2,13,24,99,REAL,0.298,0.298,0.0087,0.298,399,1,1545,224,1186,270,1996,23,1.0,3.822,86.2941,330,1.0,100,1837.327687491071,779.8993324645904
KB425000,CBCMP,F03VW.F2,13,25,99,REAL,0.149,0.198,0.0039,0.198,273,1,911,195,1509,147,1997,23,0.9656,1.5797,88.3661,140,1.0,-171,1838.2481923445234,780.2900635930797
KB425000,CBCMP,F03VW.F2,13,27,21,REAL,1.093,1.192,0.1871,1.192,2830,1,5270,2637,2911,173,71385,14,0.964,3.5507,652.8749,2319,0.2705,2514,69264.560420212,17269.59451738228
KB425000,CBCMP,F03VW.F2,13,32,99,REAL,0.149,0.149,0.003,0.149,352,1,803,182,1605,210,128580,159,0.9901,5.563,68.2227,380,1.0,153,-120039.7712390102,46078.9509525347
KB425000,CBCMP,F03VW.F2,13,34,99,REAL,0.149,0.596,0.0123,0.596,316,1,597,224,1306,134,128698,149,1.0,3.4036,97.2467,331,1.0,5,-110315.71726576044,66284.37016477418
KB425000,CBCMP,F03VW.F2,13,38,99,REAL,0.099,0.099,0.0023,0.099,328,1,886,189,1490,189,80264,96,0.7925,7.0412,43.3528,306,1.0,75,-8389.872575714944,79824.30540983909
KB425000,CBCMP,F03VW.F2,13,40,21,REAL,0.298,0.248,0.0062,0.298,306,1,1753,151,998,341,141154,38,1.0,4.8313,47.0295,228,1.0,60,111230.86991460323,86903.07988811797
KB425000,CBCMP,F03VW.F2,13,41,99,REAL,0.049,0.099,0.0012,0.099,231,-1,791,136,802,166,110509,97,0.9869,7.6976,27.3864,211,0.6875,116,-13467.65927035943,109685.28267173086
KB425000,CBCMP,F03VW.F2,13,42,21,REAL,1.938,2.634,1.5788,2.634,1707,-1,7799,1537,480,242,112541,102,0.9773,3.6093,404.5423,1461,1.0,1357,-23398.589596321453,110081.70913418323
KB425000,CBCMP,F03VW.F2,13,51,21,REAL,0.248,0.248,0.0035,0.248,399,-1,2181,353,787,119,113413,345,1.0,10.19,40.5635,413,1.0,341,109548.54573692211,-29353.44436221218
KB425000,CBCMP,F03VW.F2,13,52,21,REAL,0.099,0.099,0.0012,0.099,220,-1,1253,148,740,104,50367,272,1.0,6.8267,31.5866,216,0.8438,22,1757.782950414882,-50336.3177844708
KB425000,CBCMP,F03VW.F2,13,61,99,REAL,0.099,0.049,0.0009,0.099,234,-1,1241,102,827,313,145933,327,0.9467,5.0374,41.2857,207,1.0,-20,122389.71199197957,-79480.80829684793
KB425000,CBCMP,F03VW.F2,13,68,99,REAL,0.049,0.099,0.0011,0.099,208,-1,1018,118,711,279,145984,9,1.0,3.0719,68.4572,210,1.0,97,144186.69471344058,22836.928944433064
KB425000,CBCMP,F03VW.F2,13,75,21,REAL,0.149,0.099,0.0016,0.149,262,-1,1497,139,790,204,141153,38,1.0,5.8262,46.8344,272,1.0,18,111230.08190384961,86902.46422664264
KB425000,CBCMP,F03VZ.JJ,9,1,56,REAL,0.049,0.099,0.0004,0.099,91,-1,474,35,1020,102,95234,356,1.0,5.9975,14.4385,87,1.0,31,95002.0147624441,-6643.188020548061
KB425000,CBCMP,F03VZ.JJ,9,4,56,REAL,0.049,0.049,0.0004,0.049,94,-1,478,24,1015,115,93539,355,1.0,6.8224,13.0894,90,1.0,37,93183.05586480378,-8152.461020873211
KB425000,CBCMP,F03VZ.JJ,9,5,56,REAL,0.149,0.149,0.001,0.149,88,-1,469,30,1021,105,93859,355,1.0,5.7627,14.0399,81,1.0,17,93501.83816819315,-8180.350858552462
KB425000,CBCMP,F03VZ.JJ,9,25,21,REAL,0.049,0.099,0.0009,0.099,196,-1,1039,131,842,133,82181,349,0.8622,9.5313,20.8456,198,1.0,88,80671.10356291247,-15680.874049039818
KB425000,CBCMP,F03VZ.JJ,9,26,56,REAL,0.298,0.248,0.004,0.298,304,-1,1392,218,801,192,127371,336,0.9492,6.9336,44.3683,307,1.0,144,116359.19848539573,-51806.45296520774
KB425000,CBCMP,F03VZ.JJ,9,30,39,REAL,0.149,0.099,0.0012,0.149,103,1,583,55,1038,96,95990,234,1.0,8.023,13.005,104,1.0,72,-56421.50636755451,-77657.5412900512
KB425000,CBCMP,F03VZ.JJ,9,31,56,REAL,0.198,0.099,0.0023,0.198,223,1,844,130,936,139,109736,314,1.0,6.3139,32.2275,204,1.0,59,76229.03094068852,-78937.47232996221
KB425000,CBCMP,F03VZ.JJ,9,34,39,REAL,0.099,0.099,0.0012,0.099,93,1,521,47,1045,95,142524,315,1.0,9.4744,10.1824,96,0.7188,71,100779.68688183147,-100779.68688183153
KB425000,CBCMP,F03VZ.JJ,9,35,21,REAL,0.099,0.099,0.0004,0.099,88,-1,491,43,1091,89,100699,264,1.0,7.2743,11.7711,86,1.0,31,-10525.911722589426,-100147.36034168977
KB425000,CBCMP,F03VZ.JJ,9,38,99,REAL,0.347,0.248,0.0054,0.347,239,1,1628,194,1366,118,118999,285,0.9471,6.1293,40.6793,250,0.4609,153,30799.207548154813,-114944.20740257285
KB425000,CBCMP,F03VZ.JJ,9,39,21,REAL,0.397,0.596,0.0035,0.596,152,-1,919,97,998,111,120090,255,1.0,5.6078,27.8544,156,1.0,78,-31081.579126361703,-115998.0324790542
KB425000,CBCMP,F03VZ.JJ,9,41,21,REAL,0.347,0.397,0.0082,0.397,422,-1,2429,303,917,565,139597,301,1.0,4.2727,96.6466,412,1.0,270,71897.77014321883,-119657.98367611278
KB425000,CBCMP,F03VZ.JJ,9,43,56,REAL,0.944,0.447,0.0041,0.944,99,-1,640,57,995,113,97897,357,1.0,5.0032,24.7732,124,0.9375,75,97762.83556386852,-5123.533108315525
KB425000,CBCMP,F03VZ.JJ,9,47,56,REAL,0.049,0.049,0.0005,0.049,126,-1,549,27,1029,142,99342,357,1.0,5.7332,18.6845,108,0.9688,29,99205.85524158887,-5199.158565086579
KB425000,CBCMP,F03VZ.JJ,9,48,56,REAL,0.049,0.049,0.0004,0.049,104,-1,456,21,1011,128,99161,357,1.0,4.9328,18.8427,93,1.0,8,99025.1032957983,-5189.685757006607
KB425000,CBCMP,F03VZ.JJ,9,50,99,REAL,0.049,0.099,0.0013,0.099,195,1,1182,128,822,161,16397,349,0.9999,9.5996,24.6037,237,1.0,122,16095.740926991346,-3128.695097189203
KB425000,CBCMP,F03VZ.JJ,9,51,99,REAL,0.099,0.049,0.0014,0.099,273,1,934,138,846,210,40315,355,0.9921,9.234,27.4205,254,1.0,166,40161.58925356872,-3513.683768871845
KB425000,CBCMP,F03VZ.JJ,9,57,56,REAL,0.049,0.049,0.0004,0.049,96,-1,459,22,1022,121,104699,359,1.0,4.9829,16.9381,85,1.0,16,104683.05383517902,-1827.2495015771515
KB425000,CBCMP,F03VZ.JJ,9,60,21,REAL,0.347,0.198,0.0057,0.347,514,-1,3237,514,450,46,137466,359,0.698,8.005,63.0962,506,0.1318,429,137445.0632623685,-2399.112503307622
KB425000,CBCMP,F03VZ.JJ,9,61,21,REAL,0.397,0.248,0.007,0.397,475,-1,2762,476,421,41,137466,359,1.0,3.8241,165.2453,631,0.1582,417,137445.0632623685,-2399.112503307622
KB425000,CBCMP,F03VZ.JJ,9,62,56,REAL,0.198,0.149,0.0022,0.198,109,-1,602,54,1108,96,109968,0,1.0,6.1432,17.0017,105,0.9688,42,109968.0,0.0
KB425000,CBCMP,F03VZ.JJ,9,63,56,REAL,0.099,0.099,0.0006,0.099,101,-1,549,33,1095,113,110420,0,1.0,7.1121,13.6693,98,0.5313,29,110420.0,0.0
KB425000,CBCMP,F03VZ.JJ,9,66,56,REAL,0.198,0.149,0.0009,0.198,100,-1,524,50,1074,92,113565,1,1.0,7.0044,13.7112,97,1.0,47,113547.70350043557,1981.982537050102
KB425000,CBCMP,F03VZ.JJ,9,67,56,REAL,0.099,0.099,0.0005,0.099,88,-1,456,42,1089,89,113673,1,1.0,7.9797,10.7982,87,0.5625,36,113655.68705151246,1983.8673969453287
KB425000,CBCMP,F03VZ.JJ,9,69,56,REAL,0.049,0.049,0.0004,0.049,90,-1,457,21,1029,116,115177,1,1.0,5.816,14.6015,85,1.0,20,115159.45798502768,2010.115816227003
KB425000,CBCMP,F03VZ.JJ,9,75,99,REAL,0.099,0.049,0.001,0.099,204,1,1044,152,902,162,31506,172,0.9956,10.1468,21.9036,223,1.0,142,-31199.385773771915,4384.787718847818
KB425000,CBCMP,F03VZ.JJ,9,79,99,REAL,0.099,0.049,0.0013,0.099,265,1,796,142,896,198,23839,138,0.9961,9.1378,25.9968,238,1.0,154,-17715.829494555597,15951.404524988824
KB425000,CBCMP,F03VZ.JJ,9,80,99,REAL,0.049,0.049,0.0007,0.049,188,1,1252,129,846,165,20521,60,0.9996,8.4251,24.84,209,1.0,105,10260.500000000002,17771.707311060465
KB425000,CBCMP,F03VZ.JJ,9,82,99,REAL,0.099,0.049,0.0011,0.099,232,1,959,147,879,158,29258,39,0.9995,9.0557,25.0896,228,1.0,152,22737.736540308055,18412.65600133614
KB425000,CBCMP,F03VZ.JJ,9,83,99,REAL,0.049,0.049,0.0007,0.049,172,1,1057,122,851,141,23185,56,1.0,8.236,23.5615,194,1.0,85,12964.887466969265,19221.23611968864
KB425000,CBCMP,F03VZ.JJ,9,88,99,REAL,0.099,0.099,0.001,0.099,193,1,1188,131,873,141,32109,135,0.9898,8.1666,27.2446,222,1.0,151,-22704.491637118852,22704.491637118856
KB425000,CBCMP,F03VZ.JJ,9,89,99,REAL,0.248,0.347,0.0076,0.347,403,1,689,182,1084,361,135157,9,0.9455,5.9841,68.726,412,1.0,200,133492.99304981704,21143.212991442484
KB425000,CBCMP,F03VZ.JJ,9,90,99,REAL,0.198,0.248,0.0154,0.248,978,1,1591,903,3179,194,146022,8,1.0,9.5278,100.5643,959,0.4404,845,144600.9239337816,20322.334548390674
KB425000,CBCMP,F03VZ.JJ,9,91,99,REAL,0.099,0.099,0.0039,0.099,377,1,1028,234,1609,162,23665,96,1.0,8.3856,42.4202,356,1.0,229,-2473.6660832290213,23535.360653890188
KB425000,CBCMP,F03VZ.JJ,9,92,21,REAL,0.099,0.049,0.0016,0.099,343,1,741,189,1396,236,23544,98,0.8775,8.2183,37.9281,312,1.0,165,-3276.6914890037788,23314.87141045153
KB425000,CBCMP,F03VZ.JJ,9,94,99,REAL,0.049,0.099,0.0026,0.099,428,1,1146,278,1880,223,146274,9,0.9319,2.713,117.121,318,0.3496,-45,144473.1243322132,22882.29493929473
KB425000,CBCMP,F03VZ.JJ,9,100,99,REAL,0.049,0.049,0.001,0.049,242,1,1153,151,1015,133,41689,111,1.0,7.8127,31.645,247,0.0947,114,-14940.001448594023,38920.03440024184
KB425000,CBCMP,F03VZ.JJ,9,101,99,REAL,0.049,0.049,0.0007,0.049,185,1,1151,135,721,145,83088,149,0.9941,8.8267,22.9033,202,1.0,98,-71220.3166807371,42793.4835681266
KB425000,CBCMP,F03VZ.JJ,9,102,21,REAL,0.099,0.099,0.0011,0.099,191,1,1199,126,1021,132,46840,76,1.0,8.0089,25.3056,203,1.0,63,11331.621589888435,45448.65181876768
KB425000,CBCMP,F03VZ.JJ,9,103,99,REAL,0.099,0.099,0.0016,0.099,250,1,1451,129,876,230,59816,85,1.0,8.6404,24.3574,211,1.0,125,5213.3079081939195,59588.382061055854
KB425000,CBCMP,F03VZ.JJ,9,105,99,REAL,0.149,0.099,0.0016,0.149,221,1,1259,130,876,146,82351,93,0.9952,6.7966,29.8852,204,1.0,88,-4309.918332562668,82238.14081657391
KB425000,CBCMP,F03VZ.JJ,9,108,21,REAL,0.397,0.347,0.0096,0.397,993,-1,2915,918,648,97,115361,113,1.0,10.9379,92.9168,1016,0.3359,953,-45075.13371365112,106190.36039912696
KB425000,CBCMP,F03VZ.JJ,9,124,56,REAL,0.347,0.248,0.0015,0.347,100,-1,669,28,571,123,90563,354,1.0,5.0566,17.6023,90,0.875,14,90066.88641023694,-9466.411218908495
KB425000,CBCMP,F03VZ.JJ,9,135,56,REAL,0.049,0.049,0.0004,0.049,99,-1,541,22,565,121,88547,353,1.0,7.2649,12.7219,93,1.0,34,87886.98408938415,-10791.16475049557
KB425000,CBCMP,F03VZ.JJ,9,139,39,REAL,0.099,0.099,0.0023,0.099,212,1,1028,138,686,136,29294,332,0.9412,10.0881,22.5651,227,1.0,166,25865.06678520941,-13752.699960249885
KB425000,CBCMP,F03VZ.JJ,9,144,21,REAL,0.149,0.099,0.0018,0.149,230,-1,1237,126,728,135,82656,222,1.0,7.9683,26.2729,210,1.0,98,-61425.3786946595,-55307.659399197786
KB425000,CBCMP,F03VZ.JJ,9,145,21,REAL,0.248,0.198,0.0033,0.248,380,-1,2295,311,702,129,61742,249,1.0,9.6817,38.3732,372,1.0,320,-22126.353940825957,-57641.122692790224
KB425000,CBCMP,F03VZ.JJ,9,148,21,REAL,0.099,0.099,0.0028,0.099,226,-1,1364,130,688,177,136042,303,1.0,8.3404,27.0737,226,1.0,121,74093.78360151425,-114094.42140443141
KB425000,CBCMP,F03VZ.JJ,9,150,21,REAL,0.248,0.198,0.0031,0.248,233,-1,1323,133,745,146,137176,303,1.0,6.1337,34.0839,210,1.0,69,74711.4042672213,-115045.47382848152
KB425000,CBCMP,F03VZ.JJ,9,175,21,REAL,0.298,0.248,0.0058,0.298,468,-1,2617,372,775,137,1569,221,1.0,9.1695,48.1975,442,1.0,387,-1184.1393313695294,-1029.3566164861056
KB425000,CBCMP,F03VZ.JJ,9,186,21,REAL,0.099,0.049,0.001,0.099,176,-1,959,111,738,155,62125,48,1.0,8.1528,22.6806,184,1.0,75,41569.73892004407,46167.872282783115
KB425000,CBCMP,F03VZ.JJ,9,187,21,REAL,0.198,0.198,0.0022,0.198,256,-1,1534,197,717,136,88115,42,0.996,8.8426,29.3269,259,0.8066,159,65482.206296940596,58960.4433793108
KB425000,CBCMP,F03VZ.JJ,9,190,99,REAL,2.187,0.149,0.215,2.187,396,-1,2277,230,568,197,140329,103,1.0,5.1035,65.8167,336,1.0,230,-31567.156505020237,136732.37682124728
KB425000,CBCMP,F03VZ.JJ,10,1,99,REAL,0.397,0.248,0.006,0.397,344,1,2000,288,1023,138,27331,336,1.0,6.7454,49.3091,333,1.0,176,24968.11090282993,-11116.519191904694
KB425000,CBCMP,F03VZ.JJ,10,2,21,REAL,0.099,0.149,0.0021,0.149,311,1,406,232,1614,178,36518,335,0.8423,6.9848,45.4439,317,1.0,220,33096.547767004384,-15433.173682246854
KB425000,CBCMP,F03VZ.JJ,10,3,21,REAL,0.099,0.049,0.0012,0.099,297,1,700,184,1656,206,36601,335,0.9461,8.9401,32.2295,289,1.0,139,33171.77131332843,-15468.250997971332
KB425000,CBCMP,F03VZ.JJ,10,6,21,REAL,0.099,0.149,0.0032,0.149,425,-1,2414,167,1051,386,60590,214,1.0,6.9902,58.1879,407,1.0,197,-50231.38652110998,-33881.498021292544
KB425000,CBCMP,F03VZ.JJ,10,8,21,REAL,0.049,0.099,0.0014,0.099,286,1,1079,181,1746,196,72959,209,0.9596,6.6858,40.3143,281,1.0,106,-63811.37921318318,-35371.2250835525
KB425000,CBCMP,F03VZ.JJ,10,9,99,REAL,0.447,0.845,0.039,0.845,951,1,3334,848,3139,101,65771,214,0.9968,4.5553,190.1592,867,1.0,805,-54526.63018451765,-36778.67645417448
KB425000,CBCMP,F03VZ.JJ,10,10,99,REAL,0.149,0.198,0.0057,0.198,350,1,851,183,1029,276,130876,212,0.8683,4.9254,87.4613,431,1.0,85,-110989.14263256842,-69353.7136257849
KB425000,CBCMP,F03VZ.JJ,10,11,99,REAL,0.049,0.049,0.0008,0.049,178,1,792,122,1134,142,71488,273,0.9757,5.7685,29.5889,171,0.6875,68,3741.392839895577,-71390.02818053498
KB425000,CBCMP,F03VZ.JJ,10,12,21,REAL,0.149,0.198,0.0038,0.198,308,1,1125,194,1357,164,113317,274,1.0,5.6468,57.0407,323,1.0,131,7904.5943352630375,-113040.96548329252
KB425000,CBCMP,F03VZ.JJ,10,14,21,REAL,0.149,0.099,0.0006,0.149,86,-1,483,41,1034,87,133796,268,1.0,7.2669,11.7547,86,1.0,54,-4669.413060807792,-133714.49509184694
KB425000,CBCMP,F03VZ.JJ,10,15,99,REAL,0.049,0.049,0.0007,0.049,194,-1,911,124,718,191,85378,359,1.0,7.2185,28.347,204,0.5,89,85364.99651706238,-1490.051556802396
KB425000,CBCMP,F03VZ.JJ,10,22,56,REAL,0.099,0.149,0.0037,0.149,268,-1,1590,151,924,177,14617,178,1.0,5.7093,42.102,241,1.0,107,-14608.095718538123,510.1259433004592
KB425000,CBCMP,F03VZ.JJ,10,26,21,REAL,0.099,0.099,0.0016,0.099,197,-1,1253,138,1019,129,2545,30,1.0,8.6096,24.5262,211,1.0,110,2204.0346526313965,1272.4999999999998
KB425000,CBCMP,F03VZ.JJ,10,27,21,REAL,0.546,0.745,0.0237,0.745,806,-1,3031,702,498,205,4926,39,0.9851,6.8632,113.2925,778,1.0,704,3828.221006137039,3100.032246311499
KB425000,CBCMP,F03VZ.JJ,10,28,99,REAL,0.049,0.099,0.0009,0.099,202,-1,536,158,580,104,31472,6,1.0,8.4217,23.6058,199,0.0566,78,31299.593091030296,3289.71979595959
KB425000,CBCMP,F03VZ.JJ,10,29,21,REAL,0.099,0.099,0.0024,0.099,333,1,1171,190,1656,171,20227,54,0.9593,8.72,38.2507,334,1.0,201,11889.132298119854,16363.986745222062
KB425000,CBCMP,F03VZ.JJ,10,31,21,REAL,0.149,0.099,0.0017,0.149,296,-1,1568,161,1051,309,74537,15,1.0,7.2497,49.5022,358,1.0,174,71997.21331410829,19291.59516480659
KB425000,CBCMP,F03VZ.JJ,10,59,21,REAL,0.099,0.099,0.0045,0.099,351,1,720,191,1703,137,56428,25,0.9059,6.1348,47.8464,294,1.0,134,51141.13580690408,23847.50327350419
KB425000,CBCMP,F03VZ.JJ,10,65,99,REAL,0.099,0.149,0.0046,0.149,480,1,1242,287,1953,234,146255,9,0.9267,2.8135,102.9302,290,0.5938,-27,144454.35825374187,22879.322684458966
KB425000,CBCMP,F03VZ.JJ,10,70,21,REAL,0.099,0.099,0.0021,0.099,455,1,898,262,1636,178,44699,73,0.975,8.2116,43.017,354,1.0,194,13068.722829401611,42745.86628679172
KB425000,CBCMP,F03VZ.JJ,10,73,21,REAL,0.347,0.198,0.0287,0.347,1236,-1,7543,380,958,985,82532,47,1.0,2.6089,356.7737,931,1.0,154,56286.68865267812,60360.08370203338
KB425000,CBCMP,F03VZ.JJ,10,81,56,REAL,0.795,0.497,0.026,0.795,295,1,1805,245,1042,95,64067,106,1.0,4.305,62.847,271,1.0,259,-17659.258475127677,61585.153073680274
KB425000,CBCMP,F03VZ.JJ,10,82,21,REAL,0.198,0.198,0.0033,0.198,211,-1,1380,165,918,141,120528,41,1.0,5.4231,43.3361,236,1.0,89,90963.63628509027,79073.48264616786
KB425000,CBCMP,F03VZ.JJ,10,84,99,REAL,0.099,0.149,0.0056,0.149,595,1,1428,277,1773,86,135153,139,0.9966,3.6446,111.9615,409,0.0391,-2,-102001.2638958483,88668.34594515403
KB425000,CBCMP,F03VZ.JJ,10,85,21,REAL,0.347,0.397,0.0144,0.397,659,1,3939,225,1149,557,116868,115,1.0,3.5015,166.4448,583,1.0,154,-49390.551013112046,105918.37845539922
KB425000,CBCMP,F03VZ.JJ,10,87,99,REAL,0.049,0.049,0.0002,0.049,71,-1,183,26,1091,143,138472,67,1.0,2.2519,39.6554,89,1.0,19,54105.32082416671,127464.14806726632
KB425000,CBCMP,F03VZ.JJ,10,91,21,REAL,0.099,0.149,0.004,0.149,485,-1,2797,125,750,453,97661,184,1.0,3.6882,94.2396,348,1.0,99,-97423.10271242469,-6812.486982325018
KB425000,CBCMP,F03VZ.JJ,10,94,56,REAL,0.099,0.099,0.0022,0.099,353,-1,2184,103,819,323,13025,257,1.0,2.744,86.7541,239,1.0,-13,-2929.987482828845,-12691.170093827688
KB425000,CBCMP,F03VZ.JJ,10,95,56,REAL,0.099,0.049,0.0021,0.099,360,-1,2185,110,815,320,13025,257,1.0,3.0026,85.6888,258,1.0,13,-2929.987482828845,-12691.170093827688
KB425000,CBCMP,F03VZ.JJ,10,100,21,REAL,0.198,0.149,0.0028,0.198,286,-1,1391,201,698,145,109112,341,1.0,8.6454,30.557,265,1.0,161,103167.42282079266,-35523.392469129285
KB425000,CBCMP,F03VZ.JJ,10,102,21,REAL,0.248,0.198,0.0033,0.248,323,-1,1946,243,730,140,76732,223,1.0,8.9526,35.4632,318,1.0,250,-56118.23223264219,-52331.09816431563
KB425000,CBCMP,F03VZ.JJ,10,103,21,REAL,0.198,0.149,0.0026,0.198,248,-1,1567,162,708,161,119489,231,1.0,8.8667,29.8205,265,1.0,199,-75196.86420615407,-92860.39378853196
KB425000,CBCMP,F03VZ.JJ,10,104,21,REAL,0.198,0.248,0.0036,0.248,333,-1,2018,237,794,184,97111,283,1.0,8.4802,38.2636,325,1.0,229,21845.221838387068,-94622.05136135899
KB425000,CBCMP,F03VZ.JJ,10,120,21,REAL,0.099,0.049,0.0014,0.099,253,-1,1356,120,785,152,140432,303,1.0,7.8048,26.5981,208,1.0,89,76484.74896523022,-117776.18519771182
KB425000,CBCMP,F03VZ.JJ,10,122,21,REAL,0.099,0.049,0.0016,0.099,297,-1,1540,104,783,179,141734,304,1.0,9.065,26.6345,242,1.0,143,79256.64698052286,-117502.81130851628
KB425000,CBCMP,F03VZ.JJ,10,126,21,REAL,0.099,0.099,0.0012,0.099,180,-1,1199,106,773,132,117602,275,0.9888,8.1532,21.1914,173,1.0,75,10249.689658610063,-117154.48888498546
KB425000,CBCMP,F03VZ.JJ,10,135,21,REAL,0.149,0.149,0.0025,0.149,297,-1,1420,167,740,154,143413,303,1.0,8.7584,27.0018,237,1.0,185,78108.31792861002,-120276.26216075713
KB425000,CBCMP,F03VZ.JJ,10,137,21,REAL,0.049,0.049,0.0008,0.049,189,-1,1021,106,818,153,138058,263,1.0,7.7708,22.836,178,1.0,67,-16825.03781182781,-137028.93660329765
KB425000,CBCMP,F03VZ.JJ,10,141,56,REAL,0.646,0.198,0.01,0.646,300,-1,1133,185,658,252,14649,178,0.9878,3.1937,104.14,333,0.5508,144,-14640.076225002735,511.2427271949392
